id,name,description,price,stock_quantity,created_at
994,Product 984,Description for product 984,249.07,67,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
995,Product 985,Description for product 985,616.89,6,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
996,Product 986,Description for product 986,479.20,19,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
997,Product 987,Description for product 987,552.89,17,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
998,Product 988,Description for product 988,192.14,45,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
999,Product 989,Description for product 989,674.61,2,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1000,Product 990,Description for product 990,88.29,37,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1001,Product 991,Description for product 991,606.07,90,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1002,Product 992,Description for product 992,720.79,88,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1003,Product 993,Description for product 993,240.28,55,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1004,Product 994,Description for product 994,78.19,71,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1005,Product 995,Description for product 995,323.15,48,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1006,Product 996,Description for product 996,436.05,73,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1007,Product 997,Description for product 997,376.72,67,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1008,Product 998,Description for product 998,233.17,14,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1009,Product 999,Description for product 999,39.77,75,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
1010,Product 1000,Description for product 1000,657.05,1,Thu Dec 28 2023 14:24:19 GMT+0100 (Central European Standard Time)
